z_span,x_chord,side,cp,p_static_kpa,mach_local
-0.3511,0.71069,upper,0.9516,87.634,nan
-0.3511,0.71069,lower,0.3386,96.454,nan
-0.3511,0.71698,upper,0.9277,87.977,nan
-0.3511,0.71698,lower,0.3005,97.002,nan
-0.3511,0.72327,upper,0.9877,87.114,nan
-0.3511,0.72327,lower,0.345,96.361,nan
-0.3511,0.72956,upper,0.9174,88.126,nan
-0.3511,0.72956,lower,0.2918,97.127,nan
-0.3511,0.73585,upper,0.9321,87.913,nan
-0.3511,0.73585,lower,0.4008,95.559,nan
-0.3511,0.74214,upper,1.0121,86.763,nan
-0.3511,0.74214,lower,0.299,97.023,nan
-0.3511,0.74843,upper,1.0105,86.786,nan
-0.3511,0.74843,lower,0.3491,96.302,nan
-0.3511,0.75472,upper,0.9192,88.099,nan
-0.3511,0.75472,lower,0.3696,96.007,nan
-0.3511,0.76101,upper,0.9513,87.637,nan
-0.3511,0.76101,lower,0.4029,95.528,nan
-0.3511,0.7673,upper,0.9509,87.644,nan
-0.3511,0.7673,lower,0.365,96.074,nan
-0.3511,0.77358,upper,0.9598,87.515,nan
-0.3511,0.77358,lower,0.3928,95.673,nan
-0.3511,0.77987,upper,1.0038,86.882,nan
-0.3511,0.77987,lower,0.3781,95.885,nan
-0.3511,0.78616,upper,0.9815,87.203,nan
-0.3511,0.78616,lower,0.4081,95.454,nan
-0.3511,0.79245,upper,0.9841,87.165,nan
-0.3511,0.79245,lower,0.3812,95.841,nan
-0.3511,0.79874,upper,0.9359,87.86,nan
-0.3511,0.79874,lower,0.3599,96.147,nan
-0.3511,0.80503,upper,0.9393,87.811,nan
-0.3511,0.80503,lower,0.4329,95.097,nan
-0.3511,0.81132,upper,0.909,88.246,nan
-0.3511,0.81132,lower,0.4169,95.327,nan
-0.3511,0.81761,upper,1.0052,86.862,nan
-0.3511,0.81761,lower,0.3962,95.625,nan
-0.3511,0.8239,upper,0.9495,87.664,nan
-0.3511,0.8239,lower,0.3846,95.791,nan
-0.3511,0.83019,upper,0.9831,87.18,nan
-0.3511,0.83019,lower,0.3857,95.775,nan
-0.3511,0.83648,upper,0.9126,88.195,nan
-0.3511,0.83648,lower,0.3565,96.196,nan
-0.3511,0.84277,upper,0.9608,87.501,nan
-0.3511,0.84277,lower,0.3549,96.218,nan
-0.3511,0.84906,upper,0.9812,87.207,nan
-0.3511,0.84906,lower,0.387,95.757,nan
-0.3511,0.85535,upper,1.0322,86.474,nan
-0.3511,0.85535,lower,0.3738,95.946,nan
-0.3511,0.86164,upper,0.9667,87.416,nan
-0.3511,0.86164,lower,0.4429,94.953,nan
-0.3511,0.86792,upper,1.004,86.879,nan
-0.3511,0.86792,lower,0.3557,96.207,nan
-0.3511,0.87421,upper,1.0,86.937,nan
-0.3511,0.87421,lower,0.3607,96.135,nan
-0.3511,0.8805,upper,0.9915,87.059,nan
-0.3511,0.8805,lower,0.472,94.534,nan
-0.3511,0.88679,upper,0.9699,87.37,nan
-0.3511,0.88679,lower,0.4251,95.208,nan
-0.3511,0.89308,upper,0.9998,86.94,nan
-0.3511,0.89308,lower,0.4459,94.909,nan
-0.3511,0.89937,upper,0.9637,87.459,nan
-0.3511,0.89937,lower,0.3991,95.582,nan
-0.3511,0.90566,upper,1.0048,86.867,nan
-0.3511,0.90566,lower,0.3867,95.761,nan
-0.3511,0.91195,upper,0.9647,87.445,nan
-0.3511,0.91195,lower,0.409,95.441,nan
-0.3511,0.91824,upper,1.012,86.765,nan
-0.3511,0.91824,lower,0.4196,95.288,nan
-0.3511,0.92453,upper,0.9592,87.524,nan
-0.3511,0.92453,lower,0.4099,95.428,nan
-0.3511,0.93082,upper,0.992,87.051,nan
-0.3511,0.93082,lower,0.4483,94.875,nan
-0.3511,0.93711,upper,0.9662,87.423,nan
-0.3511,0.93711,lower,0.393,95.67,nan
-0.3511,0.9434,upper,1.0467,86.265,nan
-0.3511,0.9434,lower,0.3963,95.623,nan
-0.3511,0.94969,upper,0.9622,87.481,nan
-0.3511,0.94969,lower,0.3934,95.665,nan
-0.3511,0.95597,upper,0.9786,87.245,nan
-0.3511,0.95597,lower,0.393,95.671,nan
-0.3511,0.96226,upper,1.0482,86.244,nan
-0.3511,0.96226,lower,0.3883,95.738,nan
-0.3511,0.96855,upper,0.9495,87.663,nan
-0.3511,0.96855,lower,0.4572,94.747,nan
-0.3511,0.97484,upper,1.008,86.822,nan
-0.3511,0.97484,lower,0.4335,95.088,nan
-0.3511,0.98113,upper,1.0109,86.78,nan
-0.3511,0.98113,lower,0.4349,95.068,nan
-0.3511,0.98742,upper,1.0287,86.523,nan
-0.3511,0.98742,lower,0.4307,95.128,nan
-0.3511,0.99371,upper,0.9601,87.511,nan
-0.3511,0.99371,lower,0.4281,95.166,nan
-0.3511,1.0,upper,0.9893,87.091,nan
-0.3511,1.0,lower,0.4462,94.905,nan
-0.3298,0.0,upper,-3.2025,147.403,1.3359
-0.3298,0.0,lower,3.2423,54.674,nan
-0.3298,0.00629,upper,-2.9624,143.948,1.3232
-0.3298,0.00629,lower,2.8469,60.364,nan
-0.3298,0.01258,upper,-2.6295,139.159,1.3013
-0.3298,0.01258,lower,2.5548,64.566,nan
-0.3298,0.01887,upper,-2.318,134.676,1.283
-0.3298,0.01887,lower,2.2932,68.33,nan
-0.3298,0.02516,upper,-2.1354,132.049,1.2524
-0.3298,0.02516,lower,2.1181,70.85,nan
-0.3298,0.03145,upper,-1.9295,129.088,1.2153
-0.3298,0.03145,lower,1.8303,74.99,nan
-0.3298,0.03774,upper,-1.732,126.246,1.1897
-0.3298,0.03774,lower,1.6957,76.926,nan
-0.3298,0.04403,upper,-1.5719,123.941,1.1769
-0.3298,0.04403,lower,1.5208,79.444,nan
-0.3298,0.05031,upper,-1.3949,121.394,1.1645
-0.3298,0.05031,lower,1.3953,81.249,nan
-0.3298,0.0566,upper,-1.2375,119.13,1.152
-0.3298,0.0566,lower,1.2872,82.805,nan
-0.3298,0.06289,upper,-1.1081,117.269,1.1265
-0.3298,0.06289,lower,1.0728,85.89,nan
-0.3298,0.06918,upper,-0.9886,115.549,1.0926
-0.3298,0.06918,lower,0.9797,87.229,nan
-0.3298,0.07547,upper,-0.9069,114.373,1.0688
-0.3298,0.07547,lower,0.966,87.425,nan
-0.3298,0.08176,upper,-0.7527,112.155,1.0601
-0.3298,0.08176,lower,0.8298,89.385,nan
-0.3298,0.08805,upper,-0.6773,111.07,1.0508
-0.3298,0.08805,lower,0.6809,91.529,nan
-0.3298,0.09434,upper,-0.6571,110.779,1.03
-0.3298,0.09434,lower,0.5991,92.706,nan
-0.3298,0.10063,upper,-0.5345,109.016,1.0031
-0.3298,0.10063,lower,0.6339,92.205,nan
-0.3298,0.10692,upper,-0.5245,108.871,1.0081
-0.3298,0.10692,lower,0.5108,93.976,nan
-0.3298,0.11321,upper,-0.4705,108.094,0.9907
-0.3298,0.11321,lower,0.472,94.534,nan
-0.3298,0.1195,upper,-0.4035,107.131,0.9926
-0.3298,0.1195,lower,0.4228,95.241,nan
-0.3298,0.12579,upper,-0.3475,106.325,0.9745
-0.3298,0.12579,lower,0.3743,95.939,nan
-0.3298,0.13208,upper,-0.3335,106.123,0.9642
-0.3298,0.13208,lower,0.3749,95.931,nan
-0.3298,0.13836,upper,-0.2757,105.291,0.942
-0.3298,0.13836,lower,0.2709,97.427,nan
-0.3298,0.14465,upper,-0.2102,104.349,0.9294
-0.3298,0.14465,lower,0.2638,97.53,nan
-0.3298,0.15094,upper,-0.1995,104.196,0.9253
-0.3298,0.15094,lower,0.2364,97.923,nan
-0.3298,0.15723,upper,-0.1459,103.425,0.901
-0.3298,0.15723,lower,0.2727,97.401,nan
-0.3298,0.16352,upper,-0.1803,103.919,0.9229
-0.3298,0.16352,lower,0.1873,98.63,nan
-0.3298,0.16981,upper,-0.171,103.786,0.9051
-0.3298,0.16981,lower,0.1899,98.592,nan
-0.3298,0.1761,upper,-0.1234,103.1,0.899
-0.3298,0.1761,lower,0.0453,100.673,nan
-0.3298,0.18239,upper,-0.1898,104.056,0.9208
-0.3298,0.18239,lower,0.1082,99.768,nan
-0.3298,0.18868,upper,-0.0642,102.249,0.8474
-0.3298,0.18868,lower,0.1317,99.43,nan
-0.3298,0.19497,upper,-0.165,103.698,0.9152
-0.3298,0.19497,lower,0.1138,99.687,nan
-0.3298,0.20126,upper,-0.1121,102.938,0.9128
-0.3298,0.20126,lower,0.0878,100.061,nan
-0.3298,0.20755,upper,-0.1087,102.889,0.8826
-0.3298,0.20755,lower,0.0784,100.197,nan
-0.3298,0.21384,upper,-0.1032,102.81,0.8871
-0.3298,0.21384,lower,0.0662,100.373,nan
-0.3298,0.22013,upper,-0.0865,102.57,0.871
-0.3298,0.22013,lower,0.1051,99.813,nan
-0.3298,0.22642,upper,-0.0621,102.218,0.8599
-0.3298,0.22642,lower,0.0761,100.23,nan
-0.3298,0.2327,upper,-0.0649,102.259,0.8653
-0.3298,0.2327,lower,0.088,100.059,nan
-0.3298,0.23899,upper,-0.0304,101.763,0.8371
-0.3298,0.23899,lower,0.0408,100.739,nan
-0.3298,0.24528,upper,0.0046,101.259,nan
-0.3298,0.24528,lower,0.0458,100.666,nan
-0.3298,0.25157,upper,0.0559,100.52,nan
-0.3298,0.25157,lower,0.0561,100.518,nan
-0.3298,0.25786,upper,-0.0165,101.563,0.8264
-0.3298,0.25786,lower,0.0507,100.595,nan
-0.3298,0.26415,upper,0.0272,100.933,nan
-0.3298,0.26415,lower,0.0484,100.628,nan
-0.3298,0.27044,upper,-0.0281,101.729,0.8335
-0.3298,0.27044,lower,-0.0009,101.338,0.7955
-0.3298,0.27673,upper,0.049,100.62,nan
-0.3298,0.27673,lower,0.0809,100.161,nan
-0.3298,0.28302,upper,0.0457,100.668,nan
-0.3298,0.28302,lower,0.0323,100.86,nan
-0.3298,0.28931,upper,-0.0423,101.933,0.8525
-0.3298,0.28931,lower,0.0422,100.718,nan
-0.3298,0.2956,upper,-0.0329,101.799,0.8414
-0.3298,0.2956,lower,0.0145,101.116,nan
-0.3298,0.30189,upper,0.0429,100.708,nan
-0.3298,0.30189,lower,0.0117,101.156,nan
-0.3298,0.30818,upper,-0.0392,101.889,0.8344
-0.3298,0.30818,lower,0.0314,100.874,nan
-0.3298,0.31447,upper,-0.0538,102.099,0.8499
-0.3298,0.31447,lower,0.0455,100.671,nan
-0.3298,0.32075,upper,-0.0265,101.707,0.8448
-0.3298,0.32075,lower,0.0726,100.28,nan
-0.3298,0.32704,upper,-0.0399,101.898,0.8469
-0.3298,0.32704,lower,-0.0159,101.553,0.8183
-0.3298,0.33333,upper,-0.0069,101.424,0.811
-0.3298,0.33333,lower,-0.0632,102.234,0.8428
-0.3298,0.33962,upper,-0.0326,101.794,0.8459
-0.3298,0.33962,lower,0.0195,101.044,nan
-0.3298,0.34591,upper,0.0289,100.91,nan
-0.3298,0.34591,lower,0.016,101.095,nan
-0.3298,0.3522,upper,0.0281,100.92,nan
-0.3298,0.3522,lower,0.0297,100.898,nan
-0.3298,0.35849,upper,0.0122,101.149,nan
-0.3298,0.35849,lower,-0.0078,101.438,0.8104
-0.3298,0.36478,upper,0.0045,101.26,nan
-0.3298,0.36478,lower,0.0567,100.509,nan
-0.3298,0.37107,upper,0.0464,100.657,nan
-0.3298,0.37107,lower,0.0437,100.696,nan
-0.3298,0.37736,upper,-0.0114,101.488,0.8073
-0.3298,0.37736,lower,0.0666,100.366,nan
-0.3298,0.38365,upper,-0.0073,101.429,0.7982
-0.3298,0.38365,lower,0.0248,100.968,nan
-0.3298,0.38994,upper,0.0768,100.22,nan
-0.3298,0.38994,lower,-0.0396,101.894,0.8416
-0.3298,0.39623,upper,0.0199,101.039,nan
-0.3298,0.39623,lower,0.0511,100.59,nan
-0.3298,0.40252,upper,0.0083,101.205,nan
-0.3298,0.40252,lower,-0.0367,101.852,0.8432
-0.3298,0.40881,upper,0.051,100.592,nan
-0.3298,0.40881,lower,0.0665,100.368,nan
-0.3298,0.41509,upper,0.0749,100.248,nan
-0.3298,0.41509,lower,-0.0115,101.491,0.8092
-0.3298,0.42138,upper,-0.0311,101.773,0.8226
-0.3298,0.42138,lower,0.0352,100.819,nan
-0.3298,0.42767,upper,0.0917,100.006,nan
-0.3298,0.42767,lower,0.0179,101.068,nan
-0.3298,0.43396,upper,0.0586,100.483,nan
-0.3298,0.43396,lower,0.0057,101.243,nan
-0.3298,0.44025,upper,0.0444,100.687,nan
-0.3298,0.44025,lower,0.053,100.563,nan
-0.3298,0.44654,upper,0.0117,101.156,nan
-0.3298,0.44654,lower,0.0886,100.05,nan
-0.3298,0.45283,upper,0.0901,100.029,nan
-0.3298,0.45283,lower,0.0049,101.254,nan
-0.3298,0.45912,upper,-0.0154,101.546,0.8139
-0.3298,0.45912,lower,-0.0348,101.826,0.8545
-0.3298,0.46541,upper,0.0649,100.391,nan
-0.3298,0.46541,lower,0.0365,100.799,nan
-0.3298,0.4717,upper,0.0147,101.114,nan
-0.3298,0.4717,lower,0.0045,101.26,nan
-0.3298,0.47799,upper,0.0124,101.147,nan
-0.3298,0.47799,lower,0.0754,100.239,nan
-0.3298,0.48428,upper,0.0502,100.603,nan
-0.3298,0.48428,lower,-0.0481,102.017,0.8545
-0.3298,0.49057,upper,-0.015,101.541,0.8279
-0.3298,0.49057,lower,-0.0228,101.653,0.8134
-0.3298,0.49686,upper,0.0445,100.684,nan
-0.3298,0.49686,lower,0.0361,100.806,nan
-0.3298,0.50314,upper,0.067,100.362,nan
-0.3298,0.50314,lower,0.0171,101.079,nan
-0.3298,0.50943,upper,0.0253,100.96,nan
-0.3298,0.50943,lower,0.0124,101.146,nan
-0.3298,0.51572,upper,0.0664,100.369,nan
-0.3298,0.51572,lower,-0.0046,101.392,0.7987
-0.3298,0.52201,upper,0.0262,100.948,nan
-0.3298,0.52201,lower,-0.0294,101.748,0.8406
-0.3298,0.5283,upper,0.0794,100.182,nan
-0.3298,0.5283,lower,-0.0076,101.435,0.808
-0.3298,0.53459,upper,0.0433,100.701,nan
-0.3298,0.53459,lower,0.0412,100.732,nan
-0.3298,0.54088,upper,0.0589,100.477,nan
-0.3298,0.54088,lower,-0.0319,101.785,0.8291
-0.3298,0.54717,upper,0.1075,99.779,nan
-0.3298,0.54717,lower,0.0805,100.167,nan
-0.3298,0.55346,upper,0.1153,99.666,nan
-0.3298,0.55346,lower,0.0473,100.645,nan
-0.3298,0.55975,upper,0.1372,99.351,nan
-0.3298,0.55975,lower,0.1485,99.188,nan
-0.3298,0.56604,upper,0.1444,99.247,nan
-0.3298,0.56604,lower,0.1154,99.665,nan
-0.3298,0.57233,upper,0.2884,97.176,nan
-0.3298,0.57233,lower,0.1407,99.3,nan
-0.3298,0.57862,upper,0.2837,97.243,nan
-0.3298,0.57862,lower,0.0192,101.049,nan
-0.3298,0.58491,upper,0.4139,95.369,nan
-0.3298,0.58491,lower,0.1296,99.46,nan
-0.3298,0.59119,upper,0.4466,94.899,nan
-0.3298,0.59119,lower,0.1133,99.694,nan
-0.3298,0.59748,upper,0.5354,93.621,nan
-0.3298,0.59748,lower,0.2016,98.424,nan
-0.3298,0.60377,upper,0.6293,92.27,nan
-0.3298,0.60377,lower,0.1392,99.322,nan
-0.3298,0.61006,upper,0.6694,91.694,nan
-0.3298,0.61006,lower,0.2542,97.667,nan
-0.3298,0.61635,upper,0.7124,91.075,nan
-0.3298,0.61635,lower,0.2878,97.184,nan
-0.3298,0.62264,upper,0.7629,90.348,nan
-0.3298,0.62264,lower,0.3257,96.639,nan
-0.3298,0.62893,upper,0.7751,90.172,nan
-0.3298,0.62893,lower,0.3308,96.565,nan
-0.3298,0.63522,upper,0.8914,88.499,nan
-0.3298,0.63522,lower,0.2918,97.126,nan
-0.3298,0.64151,upper,0.9466,87.706,nan
-0.3298,0.64151,lower,0.334,96.519,nan
-0.3298,0.6478,upper,0.873,88.764,nan
-0.3298,0.6478,lower,0.3627,96.107,nan
-0.3298,0.65409,upper,0.929,87.958,nan
-0.3298,0.65409,lower,0.3602,96.143,nan
-0.3298,0.66038,upper,0.9383,87.825,nan
-0.3298,0.66038,lower,0.3509,96.277,nan
-0.3298,0.66667,upper,0.8676,88.842,nan
-0.3298,0.66667,lower,0.4067,95.474,nan
-0.3298,0.67296,upper,0.9442,87.74,nan
-0.3298,0.67296,lower,0.3142,96.804,nan
-0.3298,0.67925,upper,0.967,87.412,nan
-0.3298,0.67925,lower,0.3801,95.856,nan
-0.3298,0.68553,upper,0.9585,87.534,nan
-0.3298,0.68553,lower,0.3811,95.841,nan
-0.3298,0.69182,upper,0.9977,86.97,nan
-0.3298,0.69182,lower,0.3228,96.681,nan
-0.3298,0.69811,upper,0.988,87.109,nan
-0.3298,0.69811,lower,0.4418,94.968,nan
-0.3298,0.7044,upper,0.9602,87.509,nan
-0.3298,0.7044,lower,0.2863,97.206,nan
-0.3298,0.71069,upper,0.9484,87.679,nan
-0.3298,0.71069,lower,0.329,96.591,nan
-0.3298,0.71698,upper,0.913,88.188,nan
-0.3298,0.71698,lower,0.3519,96.261,nan
-0.3298,0.72327,upper,1.008,86.822,nan
-0.3298,0.72327,lower,0.342,96.404,nan
-0.3298,0.72956,upper,0.954,87.598,nan
-0.3298,0.72956,lower,0.3979,95.599,nan
-0.3298,0.73585,upper,0.9414,87.78,nan
-0.3298,0.73585,lower,0.3989,95.586,nan
-0.3298,0.74214,upper,0.9377,87.834,nan
-0.3298,0.74214,lower,0.4459,94.909,nan
-0.3298,0.74843,upper,0.9658,87.429,nan
-0.3298,0.74843,lower,0.3535,96.239,nan
-0.3298,0.75472,upper,0.9458,87.716,nan
-0.3298,0.75472,lower,0.3507,96.279,nan
-0.3298,0.76101,upper,0.9474,87.694,nan
-0.3298,0.76101,lower,0.3561,96.202,nan
-0.3298,0.7673,upper,0.8867,88.567,nan
-0.3298,0.7673,lower,0.3699,96.002,nan
-0.3298,0.77358,upper,0.8995,88.383,nan
-0.3298,0.77358,lower,0.3467,96.337,nan
-0.3298,0.77987,upper,0.9461,87.712,nan
-0.3298,0.77987,lower,0.364,96.087,nan
-0.3298,0.78616,upper,0.9587,87.531,nan
-0.3298,0.78616,lower,0.3997,95.573,nan
-0.3298,0.79245,upper,0.9488,87.673,nan
-0.3298,0.79245,lower,0.4184,95.305,nan
-0.3298,0.79874,upper,0.9998,86.94,nan
-0.3298,0.79874,lower,0.4054,95.492,nan
-0.3298,0.80503,upper,0.9785,87.246,nan
-0.3298,0.80503,lower,0.3843,95.795,nan
-0.3298,0.81132,upper,0.9657,87.43,nan
-0.3298,0.81132,lower,0.3675,96.037,nan
-0.3298,0.81761,upper,0.9747,87.3,nan
-0.3298,0.81761,lower,0.3119,96.838,nan
-0.3298,0.8239,upper,0.9109,88.219,nan
-0.3298,0.8239,lower,0.387,95.756,nan
-0.3298,0.83019,upper,1.0265,86.555,nan
-0.3298,0.83019,lower,0.3637,96.092,nan
-0.3298,0.83648,upper,0.9413,87.781,nan
-0.3298,0.83648,lower,0.3116,96.841,nan
-0.3298,0.84277,upper,0.9696,87.374,nan
-0.3298,0.84277,lower,0.3733,95.953,nan
-0.3298,0.84906,upper,0.9453,87.724,nan
-0.3298,0.84906,lower,0.324,96.663,nan
-0.3298,0.85535,upper,1.0263,86.559,nan
-0.3298,0.85535,lower,0.3999,95.571,nan
-0.3298,0.86164,upper,1.0232,86.603,nan
-0.3298,0.86164,lower,0.4162,95.337,nan
-0.3298,0.86792,upper,0.9406,87.791,nan
-0.3298,0.86792,lower,0.3897,95.717,nan
-0.3298,0.87421,upper,0.9911,87.064,nan
-0.3298,0.87421,lower,0.3771,95.9,nan
-0.3298,0.8805,upper,0.9623,87.48,nan
-0.3298,0.8805,lower,0.3681,96.029,nan
-0.3298,0.88679,upper,0.954,87.598,nan
-0.3298,0.88679,lower,0.3931,95.669,nan
-0.3298,0.89308,upper,0.9197,88.093,nan
-0.3298,0.89308,lower,0.3164,96.773,nan
-0.3298,0.89937,upper,0.9623,87.48,nan
-0.3298,0.89937,lower,0.33,96.577,nan
-0.3298,0.90566,upper,0.984,87.167,nan
-0.3298,0.90566,lower,0.3682,96.028,nan
-0.3298,0.91195,upper,0.977,87.268,nan
-0.3298,0.91195,lower,0.4564,94.759,nan
-0.3298,0.91824,upper,0.971,87.354,nan
-0.3298,0.91824,lower,0.4045,95.506,nan
-0.3298,0.92453,upper,0.9936,87.029,nan
-0.3298,0.92453,lower,0.4344,95.075,nan
-0.3298,0.93082,upper,0.9515,87.634,nan
-0.3298,0.93082,lower,0.4353,95.062,nan
-0.3298,0.93711,upper,0.99,87.08,nan
-0.3298,0.93711,lower,0.4079,95.456,nan
-0.3298,0.9434,upper,1.0123,86.759,nan
-0.3298,0.9434,lower,0.4354,95.061,nan
-0.3298,0.94969,upper,1.0045,86.872,nan
-0.3298,0.94969,lower,0.4624,94.672,nan
-0.3298,0.95597,upper,1.0543,86.155,nan
-0.3298,0.95597,lower,0.436,95.052,nan
-0.3298,0.96226,upper,1.0253,86.572,nan
-0.3298,0.96226,lower,0.4503,94.846,nan
-0.3298,0.96855,upper,1.0121,86.762,nan
-0.3298,0.96855,lower,0.4602,94.703,nan
-0.3298,0.97484,upper,0.9757,87.287,nan
-0.3298,0.97484,lower,0.4405,94.986,nan
-0.3298,0.98113,upper,0.9875,87.117,nan
-0.3298,0.98113,lower,0.3964,95.621,nan
-0.3298,0.98742,upper,1.0415,86.34,nan
-0.3298,0.98742,lower,0.4627,94.668,nan
-0.3298,0.99371,upper,1.05,86.217,nan
-0.3298,0.99371,lower,0.4118,95.4,nan
-0.3298,1.0,upper,1.0313,86.487,nan
-0.3298,1.0,lower,0.4191,95.295,nan
-0.3085,0.0,upper,-3.2154,147.588,1.3439
-0.3085,0.0,lower,3.2123,55.107,nan
-0.3085,0.00629,upper,-2.8829,142.805,1.326
-0.3085,0.00629,lower,2.9008,59.588,nan
-0.3085,0.01258,upper,-2.6019,138.761,1.2833
-0.3085,0.01258,lower,2.5101,65.21,nan
-0.3085,0.01887,upper,-2.2839,134.186,1.249
-0.3085,0.01887,lower,2.3446,67.59,nan
-0.3085,0.02516,upper,-2.1186,131.807,1.2588
-0.3085,0.02516,lower,2.1584,70.27,nan
-0.3085,0.03145,upper,-1.8073,127.329,1.2152
-0.3085,0.03145,lower,1.8569,74.608,nan
-0.3085,0.03774,upper,-1.7144,125.992,1.1886
-0.3085,0.03774,lower,1.6472,77.624,nan
-0.3085,0.04403,upper,-1.5452,123.557,1.1776
-0.3085,0.04403,lower,1.497,79.786,nan
-0.3085,0.05031,upper,-1.3789,121.164,1.1526
-0.3085,0.05031,lower,1.3232,82.287,nan
-0.3085,0.0566,upper,-1.2563,119.4,1.1411
-0.3085,0.0566,lower,1.299,82.635,nan
-0.3085,0.06289,upper,-1.04,116.289,1.1103
-0.3085,0.06289,lower,1.0978,85.529,nan
-0.3085,0.06918,upper,-0.99,115.569,1.0814
-0.3085,0.06918,lower,0.9775,87.26,nan
-0.3085,0.07547,upper,-0.8761,113.93,1.0887
-0.3085,0.07547,lower,0.8732,88.761,nan
-0.3085,0.08176,upper,-0.8121,113.01,1.0654
-0.3085,0.08176,lower,0.8375,89.275,nan
-0.3085,0.08805,upper,-0.7383,111.948,1.0523
-0.3085,0.08805,lower,0.7082,91.135,nan
-0.3085,0.09434,upper,-0.6813,111.128,1.0451
-0.3085,0.09434,lower,0.6523,91.939,nan
-0.3085,0.10063,upper,-0.6129,110.144,1.0298
-0.3085,0.10063,lower,0.5126,93.95,nan
-0.3085,0.10692,upper,-0.5461,109.182,1.0145
-0.3085,0.10692,lower,0.4984,94.154,nan
-0.3085,0.11321,upper,-0.4933,108.422,0.9908
-0.3085,0.11321,lower,0.5215,93.821,nan
-0.3085,0.1195,upper,-0.3982,107.055,0.999
-0.3085,0.1195,lower,0.4096,95.432,nan
-0.3085,0.12579,upper,-0.3631,106.549,0.9826
-0.3085,0.12579,lower,0.3879,95.744,nan
-0.3085,0.13208,upper,-0.3335,106.123,0.9673
-0.3085,0.13208,lower,0.3727,95.963,nan
-0.3085,0.13836,upper,-0.2938,105.552,0.9504
-0.3085,0.13836,lower,0.2871,97.194,nan
-0.3085,0.14465,upper,-0.2321,104.664,0.9276
-0.3085,0.14465,lower,0.2589,97.6,nan
-0.3085,0.15094,upper,-0.2877,105.465,0.9483
-0.3085,0.15094,lower,0.1749,98.809,nan
-0.3085,0.15723,upper,-0.2148,104.416,0.9286
-0.3085,0.15723,lower,0.2167,98.207,nan
-0.3085,0.16352,upper,-0.1062,102.852,0.888
-0.3085,0.16352,lower,0.15,99.166,nan
-0.3085,0.16981,upper,-0.1835,103.965,0.9159
-0.3085,0.16981,lower,0.1521,99.137,nan
-0.3085,0.1761,upper,-0.0844,102.539,0.8736
-0.3085,0.1761,lower,0.1439,99.255,nan
-0.3085,0.18239,upper,-0.1332,103.242,0.9082
-0.3085,0.18239,lower,0.1568,99.068,nan
-0.3085,0.18868,upper,-0.2199,104.49,0.933
-0.3085,0.18868,lower,0.1633,98.976,nan
-0.3085,0.19497,upper,-0.0965,102.713,0.8659
-0.3085,0.19497,lower,0.1345,99.39,nan
-0.3085,0.20126,upper,-0.1483,103.459,0.8986
-0.3085,0.20126,lower,0.1398,99.313,nan
-0.3085,0.20755,upper,-0.0497,102.039,0.8432
-0.3085,0.20755,lower,0.1812,98.718,nan
-0.3085,0.21384,upper,-0.068,102.304,0.8522
-0.3085,0.21384,lower,0.1305,99.447,nan
-0.3085,0.22013,upper,-0.0256,101.693,0.8322
-0.3085,0.22013,lower,0.0744,100.255,nan
-0.3085,0.22642,upper,-0.115,102.979,0.8968
-0.3085,0.22642,lower,0.1019,99.859,nan
-0.3085,0.2327,upper,-0.0423,101.934,0.8486
-0.3085,0.2327,lower,0.1189,99.614,nan
-0.3085,0.23899,upper,-0.0341,101.816,0.8354
-0.3085,0.23899,lower,0.006,101.238,nan
-0.3085,0.24528,upper,-0.0274,101.72,0.8313
-0.3085,0.24528,lower,0.0566,100.51,nan
-0.3085,0.25157,upper,-0.0096,101.463,0.8139
-0.3085,0.25157,lower,0.0729,100.277,nan
-0.3085,0.25786,upper,-0.0213,101.631,0.8308
-0.3085,0.25786,lower,-0.0142,101.529,0.8285
-0.3085,0.26415,upper,-0.0612,102.205,0.8662
-0.3085,0.26415,lower,0.0436,100.698,nan
-0.3085,0.27044,upper,-0.0111,101.484,0.8065
-0.3085,0.27044,lower,0.078,100.203,nan
-0.3085,0.27673,upper,-0.0047,101.393,0.803
-0.3085,0.27673,lower,0.0731,100.274,nan
-0.3085,0.28302,upper,0.0023,101.292,nan
-0.3085,0.28302,lower,0.0218,101.011,nan
-0.3085,0.28931,upper,0.0599,100.464,nan
-0.3085,0.28931,lower,0.0309,100.88,nan
-0.3085,0.2956,upper,-0.0043,101.387,0.8012
-0.3085,0.2956,lower,0.0381,100.776,nan
-0.3085,0.30189,upper,0.0354,100.815,nan
-0.3085,0.30189,lower,0.0214,101.017,nan
-0.3085,0.30818,upper,0.0115,101.159,nan
-0.3085,0.30818,lower,0.0077,101.214,nan
-0.3085,0.31447,upper,0.0207,101.027,nan
-0.3085,0.31447,lower,-0.0485,102.023,0.8474
-0.3085,0.32075,upper,-0.0164,101.561,0.8192
-0.3085,0.32075,lower,0.0092,101.193,nan
-0.3085,0.32704,upper,0.0017,101.301,nan
-0.3085,0.32704,lower,0.0118,101.155,nan
-0.3085,0.33333,upper,0.0445,100.685,nan
-0.3085,0.33333,lower,0.0517,100.581,nan
-0.3085,0.33962,upper,-0.0227,101.652,0.8262
-0.3085,0.33962,lower,0.0342,100.834,nan
-0.3085,0.34591,upper,0.0634,100.412,nan
-0.3085,0.34591,lower,0.0049,101.254,nan
