seq,session,level,module,msg_code,iter,elapsed_raw,resid_cont,resid_mom,resid_energy,cells_k,mem_mb,cpu_pct,gpu_util,node_id,rank,thread,queue_depth,retry,flag,checksum,note,free_text
3926,sess-B,DEBUG,alloc,2431,3764,3.421,0.00029833990642142674,0.0004023090363083103,0.0006812969528593166,1668,23180,84.3,24.4,44,140,13,11,1,0,d2997cf8,retry,step 3926 div
3927,sess-C,INFO,turb,1165,3103,2.342,0.0022217236011728733,0.0018441005565261743,7.141663413148893e-05,3417,31946,68.4,11.9,14,183,48,38,0,0,03241036,clamp,step 3927 conv
3928,sess-A,INFO,turb,1287,3920,6.746,0.0008469823156858629,1.2240763780562527e-05,0.00017681613890709464,3805,2891,43.7,61.2,36,203,17,32,3,1,0c97bbcb,retry,step 3928 hold
3929,sess-D,INFO,io,3989,442,13.899,0.0021204455143135647,0.00011193904406088187,5.257000725847668e-06,1460,28331,70.9,26.8,31,115,5,18,3,0,c138e807,,step 3929 div
3930,sess-A,INFO,post,4362,109,27.436,0.00014748742232154855,0.0031382787734754824,3.2925760281285215e-05,1765,20226,17.1,60.5,24,243,20,45,0,0,11b1f54a,skip,step 3930 flux
3931,sess-D,DEBUG,io,8406,2143,14.119,0.004630383909176048,0.00043378174379364847,0.0002509465271291528,2696,24964,41.4,36.2,14,136,37,28,2,0,d660aee6,clamp,step 3931 flux
3932,sess-B,TRACE,post,6542,272,0.192,0.0019642606649016795,0.004668663175498997,6.235778377682873e-05,2139,971,94.3,32.3,10,52,55,32,1,1,21e6e487,skip,step 3932 flux
3933,sess-A,TRACE,post,5080,4049,8.007,0.00021859016637312172,0.0007924250025985046,0.00011190772037948927,4187,1699,75.4,0.7,13,66,48,14,2,1,3c4f597a,stall,step 3933 flux
3934,sess-C,INFO,solver,9845,642,0.377,0.0002749469105508494,0.00018311937413037596,0.00014015036597334448,3408,4545,45.0,16.2,43,132,60,19,0,0,493653fd,,step 3934 hold
3935,sess-B,TRACE,post,7213,1024,21.298,0.0010648483723025102,0.0004953932841273264,0.00024842073647184375,2078,29350,85.6,54.2,39,43,2,22,1,0,d9b3090b,retry,step 3935 div
3936,sess-B,INFO,post,7255,3856,16.816,0.0015891617284299435,0.000125586352314164,6.361467798412375e-06,3706,12059,26.1,66.0,17,26,3,57,0,1,cd8b6142,clamp,step 3936 hold
3937,sess-D,INFO,io,2325,3301,9.736,0.0015414152540860599,0.0005245827469919365,4.445245827359746e-06,3037,27430,33.0,64.2,46,232,46,32,1,0,bb7792c7,stall,step 3937 div
3938,sess-C,INFO,alloc,7028,2528,0.54,0.00015486593895398736,0.0003875491175959946,8.703476577388805e-05,3201,23349,56.5,28.7,15,95,17,35,1,0,0a99d2ef,stall,step 3938 div
3939,sess-C,TRACE,solver,4237,947,15.606,6.850786989323188e-05,0.0003466772793901772,6.38767007277711e-05,1118,29298,70.5,78.6,36,70,21,26,2,0,6be6707b,retry,step 3939 hold
3940,sess-B,INFO,turb,8197,4578,17.104,0.0003225272250070789,0.0002658852248236973,8.174444322181013e-05,1575,31265,75.0,38.3,41,232,45,5,0,0,cb15be73,,step 3940 hold
3941,sess-D,INFO,post,4939,2751,14.58,0.00032749652973594677,0.0014729023593389175,0.0002699040626610698,2672,14243,43.8,47.2,8,49,37,18,1,0,6c241c51,retry,step 3941 conv
3942,sess-B,INFO,chem,1506,3044,18.914,0.0002568272284045027,0.0013496329389758703,0.00014385860478360475,3176,5045,68.2,62.7,13,205,52,54,3,0,eff3dc69,stall,step 3942 hold
3943,sess-A,INFO,mesh,7251,101,20.138,0.00030744830187108,0.0006568732208120464,6.972160790034385e-06,2616,32206,27.8,50.2,7,18,19,16,2,1,83809d9b,retry,step 3943 conv
3944,sess-B,INFO,io,9820,3382,1.37,0.0006535762240973029,0.00214181631732753,0.00019640598376180154,1914,22670,77.6,0.9,2,25,3,14,1,1,982d5cdb,skip,step 3944 hold
3945,sess-C,INFO,post,6618,1735,6.826,4.5789148033936046e-05,0.0003186123120850771,7.79206172774709e-05,1591,12654,16.7,46.4,24,224,34,61,1,0,25948ff1,ok,step 3945 flux
3946,sess-B,WARN,turb,1264,127,21.003,0.0002478260481065206,0.0012322057274778342,0.0003469856180672538,2484,19790,21.7,96.4,20,27,46,60,3,1,3058c49f,skip,step 3946 div
3947,sess-D,DEBUG,solver,3091,3883,34.988,0.0007194143237215107,0.0009254844681596349,6.735858871036968e-05,1796,24507,47.8,91.5,25,38,3,5,0,0,77f3d412,ok,step 3947 flux
3948,sess-A,ERROR,turb,2184,3266,12.278,0.00046021904472500565,0.0021164391657113924,3.812568965006299e-05,3323,20683,58.9,95.4,22,71,11,9,3,1,44958a89,skip,step 3948 div
3949,sess-D,DEBUG,mesh,8452,489,12.47,1.3175560980432568e-05,0.0004224137687610216,7.386401852245095e-07,2213,31306,42.7,88.5,25,161,10,39,3,1,dbc79c4a,,step 3949 flux
3950,sess-A,WARN,bc,2686,2108,11.753,0.0002425632068037674,0.0002577024879328827,0.00020099935107018658,2378,4570,22.8,76.6,40,6,8,29,2,0,e5b6192c,retry,step 3950 div
3951,sess-C,INFO,post,6683,4670,6.136,9.416332796564367e-05,0.000282233737583019,2.959972990201897e-05,1050,28423,42.9,20.9,3,123,55,2,2,0,39f6132b,ok,step 3951 div
3952,sess-B,DEBUG,io,5486,1776,3.931,0.001019991911521,0.00021314527002157837,2.0680249489229398e-05,2783,12271,84.8,72.3,41,118,50,53,2,1,923afe35,stall,step 3952 div
3953,sess-C,DEBUG,chem,6264,2186,7.362,6.417791241956245e-05,0.0003641204899697631,0.0001244708677185823,1055,25461,70.9,98.0,35,109,46,58,1,1,136c286a,,step 3953 conv
3954,sess-D,DEBUG,turb,2489,2301,6.592,0.0014852222443405556,0.0003432453684476525,7.319672559129361e-05,3796,15038,92.9,49.1,23,191,27,27,3,0,8a5f39f4,skip,step 3954 div
3955,sess-D,INFO,io,4480,4245,3.805,0.00021869919855165446,0.001963048262179287,0.00016685878075547718,3024,24246,60.9,64.9,22,41,23,52,2,1,372d163c,retry,step 3955 conv
3956,sess-A,WARN,mesh,3749,2937,4.656,0.0001462339871725964,0.0025712596307870266,0.00035209658117117627,1986,19976,80.6,22.7,39,60,12,33,2,1,dc8348e5,,step 3956 div
3957,sess-C,INFO,solver,6517,1113,3.814,0.0001162207263108028,1.262932722233873e-05,0.0001930121245063614,1107,14630,78.0,58.4,39,119,17,63,3,0,f6a0f326,ok,step 3957 div
3958,sess-A,ERROR,post,3232,944,0.956,0.0003841940808443189,0.001220181751146136,1.948031166757671e-05,3235,8886,14.1,13.0,28,49,45,42,1,1,6fd0c9e2,retry,step 3958 flux
3959,sess-A,WARN,post,6193,1624,2.32,0.0001641482351606212,0.00039900465675527685,8.072521615437514e-05,3646,4023,98.5,46.7,29,7,40,59,1,0,97a1d37a,,step 3959 div
3960,sess-C,WARN,chem,1290,980,6.588,6.432951183794186e-05,0.00105032330919012,7.618613336474731e-05,3076,14003,60.2,93.6,1,98,55,38,2,1,b7c8b15a,stall,step 3960 div
3961,sess-B,INFO,mesh,7634,3280,1.015,4.003344242689406e-06,0.0006843121689844772,2.6971196037395552e-05,2829,24245,71.4,66.9,8,127,30,50,0,1,11a30d88,ok,step 3961 conv
3962,sess-C,INFO,chem,9473,3127,17.063,0.001329284708098065,0.0012462461862030232,0.00029200739868374926,2299,17680,92.5,43.9,41,188,14,44,3,1,d83d54b9,ok,step 3962 div
3963,sess-A,INFO,post,6011,2641,5.708,0.0005606586424941487,0.0033595733854465855,0.00014868192191181168,1887,28721,50.9,32.0,24,238,9,31,3,1,b30259fc,stall,step 3963 conv
3964,sess-B,TRACE,post,7457,2107,4.22,0.00010394255462189491,0.0004264960409764232,0.00016624600554172408,2482,21766,54.3,51.4,15,46,63,18,0,0,9b2e0d8d,stall,step 3964 conv
3965,sess-D,INFO,solver,2114,4690,10.754,0.0004263072019552224,0.00011814832171585005,1.1549979669130731e-05,3688,6439,47.0,45.2,30,26,42,60,0,0,dd7bcfd4,retry,step 3965 div
3966,sess-A,INFO,solver,1610,4195,14.818,2.728807819836166e-05,0.0002708323875813332,8.51017624546435e-05,1470,3028,61.2,34.8,16,134,35,36,0,1,245230a1,retry,step 3966 div
3967,sess-B,DEBUG,io,5732,3974,7.534,0.0025082441247894316,0.0006651256348664274,3.991476698773645e-05,4165,19572,27.5,75.4,2,118,61,27,0,1,0777d885,retry,step 3967 flux
3968,sess-D,INFO,post,8769,756,6.837,0.0008380344760035147,0.00034522254617615894,0.0002056805854699178,2900,31929,31.6,83.2,21,124,23,10,1,1,96dbd387,,step 3968 conv
3969,sess-C,ERROR,io,9308,4439,4.005,0.0016135650113803712,0.0007903553382178596,6.433547592314444e-05,943,16497,40.6,77.5,42,202,62,53,0,0,58bd86b1,ok,step 3969 div
3970,sess-B,INFO,bc,3107,1962,25.264,0.0003877221483463004,0.0005573466807838582,1.4844878291757672e-05,2726,6167,12.6,35.7,26,137,27,23,3,1,90934305,skip,step 3970 hold
3971,sess-C,INFO,post,5632,4813,11.468,0.00031097660824243306,0.0005612492142191404,5.497798098481261e-06,3282,24405,39.1,74.7,12,226,59,46,2,1,7e35aa17,retry,step 3971 div
3972,sess-B,INFO,bc,6054,568,2.886,0.003190182447081371,0.0008463181889366456,2.846474615557177e-05,3601,20132,61.5,25.3,9,246,14,6,1,0,a625b6f6,stall,step 3972 div
3973,sess-A,ERROR,io,8725,2171,1.089,0.0003372534347818075,0.0007012325973604581,1.8529835700212663e-05,3834,21547,97.2,44.7,32,5,58,1,2,0,e5ddc8c0,clamp,step 3973 conv
3974,sess-C,DEBUG,post,8847,4601,15.956,0.002628468525468488,0.0007024113191080642,0.00016077500421561193,2800,1187,79.6,40.6,31,141,15,43,0,0,6402b787,clamp,step 3974 hold
3975,sess-D,INFO,post,1250,1819,8.248,0.002412144980997967,0.000995901105317865,0.00015169830084178632,1562,26690,39.1,68.6,14,25,4,22,0,1,73d73f18,retry,step 3975 div
3976,sess-D,INFO,solver,1061,2251,1.678,0.0006857912682852929,0.0015318113967326588,3.0015932666695783e-05,3477,31782,84.0,92.8,42,19,53,60,3,1,0fa475a9,stall,step 3976 flux
3977,sess-D,TRACE,mesh,9380,79,0.446,0.0023874199080888203,0.0008786188771551695,3.0221525223853187e-05,893,872,29.0,75.2,25,191,3,17,0,0,baaca156,retry,step 3977 div
3978,sess-D,INFO,bc,2489,294,9.019,0.0029800559685400343,0.0018621965438655839,5.284716068518956e-05,1941,15550,67.2,61.8,7,136,48,42,3,1,af3fa6d2,,step 3978 flux
3979,sess-C,DEBUG,bc,8971,630,23.559,0.0007164800640235344,0.0002603052580745109,5.8708751032402644e-05,1584,16423,18.5,44.8,26,120,63,4,2,1,bf5995c4,retry,step 3979 conv
3980,sess-D,ERROR,bc,2170,2259,8.141,0.0002602069998280647,0.0016091311723815116,4.235385758257794e-06,3476,11709,93.7,68.9,14,234,12,51,0,1,f314e412,clamp,step 3980 flux
3981,sess-B,INFO,turb,9915,4252,7.346,0.003102905563976249,0.001646046458406591,7.051778967042946e-06,3630,32615,52.8,78.7,19,199,46,8,0,0,8b4e3a66,clamp,step 3981 hold
3982,sess-C,ERROR,bc,3334,4888,43.599,0.0013446418478394034,0.00031395636745248614,9.7837059369938e-05,2769,14824,55.7,80.8,42,207,17,61,2,0,b983cee5,ok,step 3982 conv
3983,sess-C,INFO,mesh,2399,648,15.284,0.0016388550376491755,0.0014274210010456784,0.00025489266357163514,2809,15611,98.8,18.7,28,14,61,23,0,0,99a2d279,ok,step 3983 flux
3984,sess-A,DEBUG,io,9383,3229,3.746,0.0005708482390854312,0.0005898100355674806,0.00013658606499310094,3099,17179,35.5,63.8,35,174,43,39,0,0,d1f1efeb,retry,step 3984 conv
3985,sess-B,INFO,post,8740,3260,50.943,0.0011129147063800393,0.0003666463413874867,0.00017902380801887674,876,12811,13.1,11.1,13,87,7,24,2,1,c1caa4a4,stall,step 3985 flux
3986,sess-B,INFO,mesh,1358,4181,37.781,0.000741627018866668,7.342001642602505e-05,2.280711326073e-06,2133,29753,56.0,49.7,43,89,45,62,0,1,72941f79,clamp,step 3986 conv
3987,sess-B,WARN,mesh,3951,1334,8.778,0.0035590863674148107,0.0001210189782792876,0.00011235509289286605,1883,26756,28.8,97.5,5,57,54,11,2,0,b06d0a95,stall,step 3987 flux
3988,sess-B,INFO,chem,3009,1659,5.759,0.00022136911188038854,0.0017299831452089974,1.7754581643462116e-05,1790,21919,51.7,48.9,1,165,61,10,2,1,d1bc4195,clamp,step 3988 conv
3989,sess-B,INFO,io,4332,627,10.599,0.00012850416958825882,0.0008075143609612528,5.5820425777441445e-06,3633,18735,32.7,81.7,42,135,0,55,1,0,db1ee548,stall,step 3989 div
3990,sess-C,INFO,solver,9195,2845,3.374,0.0008970018520980969,0.0009506244972168195,1.9113243772064863e-05,941,20614,13.0,0.4,43,1,44,12,1,0,8ba5e379,,step 3990 flux
3991,sess-A,DEBUG,io,2503,5,21.711,0.001528120675435238,0.0014360224218781536,0.00013865546258802966,3651,6753,68.0,94.9,20,187,62,1,2,0,264e9669,clamp,step 3991 flux
3992,sess-A,ERROR,io,4990,3513,3.642,0.00025839874367179994,0.0016377689661789805,2.9639246582987944e-05,4105,30256,18.3,98.5,42,245,1,55,0,1,06d7dfbc,skip,step 3992 conv
3993,sess-A,INFO,bc,6620,1405,23.524,0.00029046969644987885,0.0007303716578946964,0.00017927268898980535,4152,29375,52.1,88.5,10,0,14,32,3,0,f5aea364,stall,step 3993 hold
3994,sess-D,DEBUG,io,6693,2702,18.129,9.180359671142398e-05,0.0009107930691741681,8.397437403870178e-06,3385,8755,84.8,66.8,11,153,18,18,1,0,cf873a78,clamp,step 3994 conv
3995,sess-C,ERROR,bc,3895,308,1.302,0.0025611134258931067,0.0010752470803171068,3.95760052731916e-05,974,16114,74.3,12.8,41,116,30,18,0,1,31f6fd43,retry,step 3995 hold
3996,sess-C,DEBUG,alloc,7735,3128,1.181,0.00010068387601200943,3.1680002574750344e-05,0.00017745782492137034,1669,3904,42.9,77.6,14,231,2,9,0,1,347bed0d,ok,step 3996 div
3997,sess-A,INFO,mesh,9188,2163,3.633,0.0006050202147787756,0.0008433071686612312,7.164112914633448e-05,2322,26865,92.5,85.4,15,207,51,58,0,0,ebff301f,,step 3997 flux
3998,sess-D,INFO,solver,8742,957,2.667,4.586740771852606e-05,0.0005350030387766265,0.00010721899039574937,2396,15717,63.3,86.1,14,16,56,26,1,0,d4e49a0d,skip,step 3998 hold
3999,sess-C,DEBUG,turb,9715,1544,8.962,0.0002539591686535509,0.00033399595213748714,0.00015214295120254248,2625,11778,21.0,33.6,7,169,20,48,3,1,898b8f95,ok,step 3999 div
4000,sess-C,INFO,turb,3114,146,18.156,0.0030932480196466383,0.0010641151050551107,1.2348200530805617e-05,2929,23181,89.5,61.2,1,143,43,49,3,1,32f1b0d5,skip,step 4000 flux
4001,sess-B,DEBUG,post,9676,1319,8.481,0.004659349304182919,0.0004018561551054208,5.816074682429222e-06,3467,12676,32.0,13.4,6,234,13,55,2,1,58d933d5,retry,step 4001 flux
4002,sess-B,WARN,turb,9685,1416,2.406,0.0006076590953979435,8.314021976907237e-05,7.79890105666477e-05,1796,13079,90.1,54.3,31,229,12,15,2,1,e2bd9d90,ok,step 4002 div
4003,sess-B,INFO,alloc,3101,2308,6.942,7.509137740398659e-05,0.0015699834262002915,7.565475492494282e-05,1367,938,69.4,37.1,34,87,59,20,3,1,29ec55ec,retry,step 4003 hold
4004,sess-D,INFO,turb,7735,2750,18.544,0.001974747530125096,5.500829432473435e-05,1.0257702286913892e-05,2202,20844,39.7,33.6,5,29,18,28,2,1,dcfcf570,stall,step 4004 flux
4005,sess-B,INFO,io,8459,2420,12.166,0.0014807463220867366,0.0004408665610357629,6.735927036654234e-05,2734,21113,59.3,98.8,16,170,12,20,0,0,0bd4c119,ok,step 4005 hold
4006,sess-C,WARN,mesh,1366,1062,22.579,0.0010101464297798866,0.0001829757634905322,1.2128869569968258e-06,4049,20038,95.9,76.3,12,249,14,31,3,1,96443661,,step 4006 div
4007,sess-D,INFO,chem,2571,1394,0.518,0.00033574247840581,0.00042720827296145237,5.734743389061891e-05,1544,4990,58.3,14.9,34,81,19,24,2,0,c969081e,skip,step 4007 div
4008,sess-B,INFO,alloc,5804,2688,34.78,0.0005729151761398947,0.0019697589966475634,2.2118236718143215e-06,961,32559,70.6,9.1,44,114,30,24,1,1,86394e89,clamp,step 4008 div
4009,sess-A,DEBUG,post,9199,2413,19.014,0.00046446004693054965,0.0009961430452913255,3.857464303335579e-05,2340,27735,24.6,51.0,7,73,40,14,1,0,f5fb6379,retry,step 4009 div
4010,sess-B,INFO,mesh,2163,3519,2.12,0.0010045186991539542,0.00034320730776725325,0.0003106710426568275,3319,10559,23.2,51.1,44,255,63,34,2,1,891eef13,clamp,step 4010 conv
4011,sess-A,INFO,chem,5258,4258,24.446,0.0008919110302865278,0.00029311604904018695,0.0001350044216951226,2676,1721,35.0,15.5,9,200,63,53,3,1,d9bae899,retry,step 4011 flux
4012,sess-B,INFO,solver,8762,2117,13.97,0.00037862905506879204,0.0003041073646787707,0.00020654176786074637,1130,19507,75.7,56.5,28,133,19,33,2,1,c506fbbd,ok,step 4012 div
4013,sess-A,WARN,alloc,4610,1143,1.486,0.0007393646303852367,0.0005251238863365541,0.0001120575063554044,3517,25523,55.5,66.6,20,43,45,61,0,0,975aa7d8,stall,step 4013 conv
4014,sess-D,ERROR,mesh,8098,3813,3.247,0.00013024097261349454,0.0005442119181187681,0.0002445596095716223,2203,8138,62.5,13.9,15,13,25,40,2,0,05fed434,retry,step 4014 conv
4015,sess-C,TRACE,solver,7396,3469,0.68,0.001530263942740762,0.001209328733077237,0.00023696673452745822,2787,7583,17.1,80.3,40,166,28,63,1,0,1f32dc4a,ok,step 4015 flux
4016,sess-B,DEBUG,io,8262,352,3.216,7.671488392504065e-06,0.001303649476441332,2.5484521874554397e-05,1911,11145,70.2,1.5,45,251,48,30,1,1,2778976f,retry,step 4016 flux
4017,sess-A,WARN,io,8172,1445,27.546,0.0018599196587068775,0.0011603907061787568,0.00027930574112467084,3360,26614,93.0,1.4,28,216,4,53,1,0,4d5118f0,clamp,step 4017 hold
4018,sess-A,INFO,bc,9419,2908,20.468,0.0005001946508507899,8.555470897645536e-05,0.00044234255007792155,1460,6430,47.8,53.0,40,207,39,3,3,0,c6764b64,skip,step 4018 flux
4019,sess-B,DEBUG,solver,8199,866,11.296,0.00011627953142647947,0.00109903291272159,4.601934422902849e-05,2302,1407,66.1,72.5,33,189,9,40,1,1,459e773e,ok,step 4019 conv
4020,sess-A,INFO,turb,4286,4149,14.395,0.002887720310206695,0.0016003759835129122,6.8863023474716014e-06,3797,23173,12.3,88.6,9,177,20,6,1,0,cb8c6c15,retry,step 4020 flux
4021,sess-A,INFO,post,9726,2289,7.924,0.0007862456666120047,5.3247539560062435e-05,0.00011991960160037294,1944,29741,19.0,77.5,45,145,18,47,0,0,1b6fb81a,,step 4021 div
4022,sess-C,TRACE,io,9717,1823,9.636,0.0014704989297856944,0.0007185109816490113,0.00011372169763661747,3344,27668,18.1,87.5,29,51,25,55,1,1,56dea5ca,,step 4022 hold
4023,sess-B,INFO,post,6630,2576,4.934,0.00074087464880293,0.0017882132067266378,3.1788430005769634e-05,2180,10721,96.1,76.6,9,244,18,43,1,1,baa462c0,retry,step 4023 hold
4024,sess-D,DEBUG,turb,7465,232,10.423,0.000534168478750587,0.00033541775407896926,4.620393013124194e-05,3922,11643,74.3,19.3,17,212,19,37,1,1,8820b850,stall,step 4024 div
4025,sess-A,INFO,io,7283,2803,27.762,0.000922782861339127,0.0002593309781939127,0.0001834335158782109,3199,22826,95.0,94.4,22,205,40,6,1,1,a71d2758,,step 4025 hold
4026,sess-A,INFO,chem,8719,4757,0.631,0.002866814651360922,0.002279103962479955,2.4535158885835158e-05,2493,11146,18.1,67.4,33,30,37,57,0,0,9dde6bcb,stall,step 4026 conv
4027,sess-B,INFO,alloc,5561,1858,10.997,0.0006058546077137784,0.002822054361460613,2.9716869537513863e-05,2170,12681,50.9,42.2,12,226,38,5,2,1,8e5055e9,,step 4027 hold
4028,sess-D,INFO,solver,2094,4331,4.97,0.0011522914281981813,0.0015426427153658819,1.819003529037988e-05,1815,898,33.7,29.3,24,187,21,45,1,1,05afcaf2,ok,step 4028 conv
4029,sess-D,INFO,alloc,6267,489,2.545,0.00023261381717874162,0.0006926572925413886,6.593057595882841e-05,3564,18257,88.0,53.9,22,129,63,51,3,0,977104a3,ok,step 4029 flux
4030,sess-C,INFO,io,5488,4336,21.439,0.001125311753693743,1.6287318252572148e-06,5.438634747094542e-05,3237,4419,47.3,45.8,46,157,21,58,2,0,7327bb02,retry,step 4030 hold
4031,sess-B,INFO,solver,1636,3379,13.278,0.001206641478108549,0.0002780025089923016,8.109786767911412e-05,2872,3633,89.1,90.6,31,162,54,1,2,1,68282446,clamp,step 4031 hold
4032,sess-C,ERROR,chem,8988,3315,1.696,0.000354256197099721,2.283288092885739e-05,3.445334144613743e-05,2102,8446,59.5,96.4,41,97,3,46,0,0,2f21d5aa,retry,step 4032 flux
4033,sess-A,DEBUG,solver,9549,956,22.597,0.0016758135750862197,0.0007199200374051187,0.00016394609376000772,2372,30007,42.8,72.6,8,28,29,21,1,1,03922b6f,stall,step 4033 hold
4034,sess-B,INFO,bc,8136,1744,2.201,0.0007693300221512821,0.0016296292850807247,7.517735639236648e-05,837,20454,18.9,89.4,45,154,31,49,3,0,8ac25ca8,stall,step 4034 flux
4035,sess-B,ERROR,turb,9839,4385,28.842,0.0004952557698465525,0.0005198047675091541,3.84729279726127e-05,2459,7321,55.8,15.4,30,24,8,57,0,1,483d1864,stall,step 4035 hold
4036,sess-C,WARN,solver,9812,3656,19.106,0.00029660636174835137,0.0009435254274573539,0.00022541332618429202,1076,3035,59.4,77.0,1,110,10,24,1,0,2a288f65,skip,step 4036 conv
4037,sess-A,WARN,io,1897,4575,30.703,0.004053556211172208,0.001086922557849826,0.00013148506687394627,1546,17072,68.6,24.4,24,111,17,45,1,0,deb9cd2b,clamp,step 4037 flux
4038,sess-A,INFO,bc,2997,3077,7.374,0.0004701299133769563,0.000496736995277324,1.7379371288124822e-05,4133,19706,69.9,69.9,33,18,32,10,3,1,3bb396e1,retry,step 4038 div
4039,sess-A,INFO,chem,8291,1265,23.154,0.0023619772191910823,0.0012330571862402937,6.704482327914605e-06,806,32767,83.3,29.0,14,108,4,45,0,1,833b8c6f,clamp,step 4039 flux
4040,sess-A,WARN,chem,7256,4031,1.589,0.0028868298735570622,0.000198996107661255,0.00010048620939635686,2970,2702,29.2,70.9,43,28,43,12,2,1,250f3c78,ok,step 4040 hold
4041,sess-C,INFO,chem,2080,2804,0.589,0.0001537351831777536,0.0006775640394108755,8.412110752553961e-05,1307,15438,15.5,29.0,11,173,57,26,2,0,0805a964,clamp,step 4041 div
4042,sess-A,INFO,post,5259,4868,10.533,0.0004209411258633179,0.0038411475899957624,1.1179205068732195e-05,1183,26646,13.4,93.5,15,222,29,1,1,1,97b7ffa0,clamp,step 4042 div
4043,sess-C,TRACE,bc,3547,4032,2.644,9.104441830601156e-05,0.0003886755192142847,1.1362274608772132e-05,3027,6499,90.4,0.6,46,12,39,7,2,1,24529056,retry,step 4043 hold
4044,sess-C,DEBUG,io,4687,4917,20.982,0.000516587422882654,0.00021310396897064384,5.1433473731171845e-05,1512,17386,78.7,71.6,35,10,16,2,0,1,8560b13c,stall,step 4044 hold
4045,sess-C,INFO,mesh,1510,2197,10.078,0.0008926964133291557,2.3057825745237585e-05,4.916797473832947e-05,1098,668,41.0,38.3,5,85,40,2,0,0,05c8174d,,step 4045 hold
4046,sess-B,WARN,mesh,6284,2391,2.024,0.0028871828735880776,0.0011789958208334738,9.142311430093779e-07,913,5578,81.2,49.4,13,190,26,0,3,1,946ff97c,clamp,step 4046 flux
4047,sess-B,WARN,post,7009,1551,1.932,0.0004079834204725846,0.0011862100986454432,0.00014295522590992155,3504,29174,93.4,5.5,40,1,22,7,3,1,6173f494,ok,step 4047 hold
4048,sess-B,INFO,alloc,2007,3999,9.796,0.0002883562905902739,0.002004079883767459,0.00023076702862383144,2922,24363,85.5,74.6,47,217,3,27,3,1,033415eb,clamp,step 4048 hold
4049,sess-D,INFO,bc,3583,1986,11.135,0.0005751110012782319,0.0003458061797886683,1.3314514702829936e-05,3015,15933,27.3,97.8,13,255,48,19,0,0,2a2b9a81,clamp,step 4049 hold
4050,sess-B,INFO,bc,2501,999,2.211,0.0003110176892166307,0.0006796033751717502,5.002508363612717e-05,1134,31683,45.0,28.5,5,95,59,9,3,0,7ad476d0,retry,step 4050 flux
4051,sess-D,DEBUG,io,2221,2415,8.569,0.00017514004805952035,0.000487588911834133,2.9036676111294546e-05,2955,15174,17.4,8.5,2,19,28,33,0,1,521212c1,retry,step 4051 div
